country,destination,attractiveness,cost,rating,visitors,destination_original,review_count,avg_review_score,sentiment_score,flight_cost_level,weather_penalty,bad_weather_share,historical_budget,avg_conversion_rate,avg_roi,campaign_efficiency,campaign_quality_alerts,demand_index,demand_lag_1,demand_ma_3,demand_growth,quality_score,tourism_score,attractiveness_cost_ratio,forecasted_demand,marketing_priority,recommended_budget,business_rule_weather_ok,forecast_next_period
Germany,Nuremberg,9.39,972,4.17,13628140,City_28,2.0,2.31,0.0,2.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,139.7,135.9,76.19999999999999,0.0279617365710079,0.376919206440483,0.7442807237047072,0.0096604938271604,13308746.137601174,0.3229017137026828,49200.0,True,136.89617138486955
Italy,Pisa,9.53,557,4.43,15061569,City_29,2.0,3.31,-1.0,2.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,116.3,118.7,118.99999999999996,-0.0202190395956192,0.5932216791259344,0.6723047452256931,0.0171095152603231,14019186.613016006,0.318783256218394,48900.0,True,120.22269841564314
Spain,Seville,9.57,629,4.65,14823413,City_43,2.0,2.74,-0.5,2.0,0.7,1.0,0.0,0.08,200000.0,0.0,1.0,88.3,66.4,112.1,0.3298192771084335,0.6067603507763084,0.5462951587289698,0.0152146263910969,16952715.909548193,0.3180228902265883,48900.0,False,73.14060331186006
Portugal,Funchal,8.28,587,4.56,3511794,City_2,0.0,4.56,0.0,2.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,89.6,65.5,73.54999999999997,0.3679389312977098,0.7911335537665323,0.212967010365591,0.0141056218057921,4503875.805,0.3124097869146844,48400.0,True,76.99807786585852
Morocco,Oujda,8.96,267,3.83,2844067,City_4,1.0,1.21,1.0,2.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,99.8,86.7,136.6,0.1510957324106112,0.118918918918919,0.353144369004056,0.0335580524344569,3110103.717070357,0.3107060985003351,48300.0,True,103.7074520451761
Germany,Freiburg,9.09,1076,4.41,9213690,City_3,5.0,2.71,0.2,3.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,139.7,135.9,76.19999999999999,0.0279617365710079,0.5139807360552042,0.7170294128608659,0.0084479553903345,8997754.733995583,0.3082380292790385,48100.0,True,136.89617138486955
Morocco,Ouarzazate,9.11,1493,4.15,8429666,City_31,5.0,3.744,0.2,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,99.8,86.7,136.6,0.1510957324106112,0.5411091144335827,0.5274409029841797,0.0061018084393837,9218184.930334486,0.3081357692382592,48100.0,True,103.7074520451761
France,Toulouse,8.9,974,3.65,9748116,City_9,5.0,3.702,0.4,2.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,84.9,81.2,73.65,0.0455665024630542,0.3502717078780908,0.4512597577176215,0.0091375770020533,9682688.374137932,0.3021181303130916,47700.0,True,83.35657903943562
Portugal,Braga,8.57,1069,3.6,8436493,City_6,2.0,2.99,0.5,2.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,89.6,65.5,73.54999999999997,0.3679389312977098,0.246477860839563,0.3526410631396894,0.0080168381665107,10819802.2725,0.2992999867874569,47400.0,True,76.99807786585852
Japan,Kanazawa,9.73,938,4.19,9252439,City_18,3.0,2.2566666666666664,0.3333333333333333,2.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,127.5,126.9,86.64999999999995,0.0047281323877068,0.3779686601495113,0.6949386005990255,0.0103731343283582,8831376.468676124,0.2954922166269206,47200.0,True,131.62151742023389
Morocco,Merzouga,7.19,794,4.35,5066962,City_10,1.0,2.89,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.8,86.7,136.6,0.1510957324106112,0.5132259919493961,0.1713148554632842,0.0090554156171284,5832558.334486736,0.2947237670914734,47100.0,True,103.7074520451761
Spain,Valencia,9.25,1002,4.28,13189413,City_41,4.0,3.9675,-0.25,1.0,0.7,1.0,0.0,0.0,0.0,0.0,0.0,88.3,66.4,112.1,0.3298192771084335,0.6161685954571594,0.5304787103901735,0.0092315369261477,15084000.668584336,0.2943263883126256,47100.0,False,73.14060331186006
USA,Miami,9.09,725,4.59,11710217,City_2,1.0,3.17,-1.0,2.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,120.9,105.5,86.64999999999995,0.1459715639810427,0.6359258194364577,0.5771868963479877,0.0125379310344827,12748596.905545022,0.2934197219217953,47000.0,True,113.7610822136214
Morocco,Essaouira,7.94,1334,4.54,14781977,City_28,4.0,2.5425,-0.75,1.0,0.35,0.5,0.0,0.0,0.0,0.0,0.0,99.8,86.7,136.6,0.1510957324106112,0.5422450043128235,0.4477008611807834,0.0059520239880059,15824387.696401382,0.2934077064631334,47000.0,True,103.7074520451761
Morocco,Tetouan,8.5,873,4.09,7062404,City_21,0.0,4.09,0.0,2.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,99.8,86.7,136.6,0.1510957324106112,0.5602213916043703,0.3305980142343812,0.0097365406643757,7723027.949711649,0.2881854371372671,46600.0,True,103.7074520451761
Spain,San Sebastian,7.15,1004,4.99,7133155,City_22,2.0,2.705,-0.5,2.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,88.3,66.4,112.1,0.3298192771084335,0.7289228723404256,0.161718781004401,0.0071215139442231,9011516.674322288,0.2875979865795485,46600.0,True,73.14060331186006
Italy,Siena,9.95,1216,4.38,6350319,City_35,3.0,4.303333333333334,0.0,2.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,116.3,118.7,118.99999999999996,-0.0202190395956192,0.6935235767682577,0.6331671801375339,0.0081825657894736,5910825.566259478,0.2870803428082866,46500.0,True,120.22269841564314
Portugal,Évora,7.1,1290,3.68,5036304,City_29,2.0,3.145,1.0,2.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,89.6,65.5,73.54999999999997,0.3679389312977098,0.2947581224841863,0.135144088852603,0.0055038759689922,6459059.88,0.2864207851863164,46500.0,True,76.99807786585852
USA,Austin,8.87,1378,4.82,865836,City_4,1.0,2.22,1.0,2.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,120.9,105.5,86.64999999999995,0.1459715639810427,0.6077019838987925,0.4136556385792422,0.0064368650217706,942612.2633175356,0.2844631294783895,46300.0,True,113.7610822136214
Italy,Matera,7.05,750,3.51,16862872,City_22,1.0,2.28,0.0,1.6666666666666667,0.3166666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,116.3,118.7,118.99999999999996,-0.0202190395956192,0.1280585106382978,0.3794665863718486,0.0094,15475532.598191518,0.2843722129944884,46300.0,True,120.22269841564314
Italy,Genoa,9.26,1209,4.46,6100512,City_25,2.0,4.065,0.0,2.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,116.3,118.7,118.99999999999996,-0.0202190395956192,0.6947293703277746,0.5267084272476722,0.0076592224979321,5678307.231002527,0.2821923004465483,46200.0,True,120.22269841564314
Japan,Takayama,9.34,1331,3.77,7238823,City_5,0.0,3.77,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.5,126.9,86.64999999999995,0.0047281323877068,0.403004600345026,0.5588633815255744,0.0070172802404207,7273049.113475177,0.2820470668450632,46200.0,True,131.62151742023389
Italy,Naples,9.37,1000,4.6,17029238,City_33,1.0,1.44,-1.0,2.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,116.3,118.7,118.99999999999996,-0.0202190395956192,0.4325941633122483,0.6568291603786668,0.00937,15850677.004465038,0.2783140785062657,45900.0,True,120.22269841564314
France,Lille,8.87,1016,4.96,7881930,City_30,2.0,2.68,-0.5,2.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,84.9,81.2,73.65,0.0455665024630542,0.7147822024151811,0.3597647660724531,0.0087303149606299,7829027.883620691,0.2747398471540968,45600.0,True,83.35657903943562
Spain,Ibiza,7.63,269,3.83,6485263,City_5,2.0,2.9850000000000003,-0.5,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,88.3,66.4,112.1,0.3298192771084335,0.3313524295572169,0.2104572745579137,0.0283643122676579,8193016.366792168,0.2709760265844116,45300.0,True,73.14060331186006
USA,San Diego,9.5,343,3.53,5124805,City_12,0.0,3.53,0.0,2.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,120.9,105.5,86.64999999999995,0.1459715639810427,0.2850920069005175,0.5209462422570804,0.0276967930029154,5579236.760900474,0.2679730453970536,45100.0,True,113.7610822136214
France,Biarritz,9.68,800,3.91,4835681,City_27,4.0,2.3025,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.9,81.2,73.65,0.0455665024630542,0.2793999784358828,0.4601188491416648,0.0121,5056026.070197045,0.267044477146425,45000.0,True,83.35657903943562
USA,Portland,8.51,773,4.88,7712272,City_35,2.0,2.78,-0.5,1.5,0.35,0.5,0.0,0.0,0.0,0.0,0.0,120.9,105.5,86.64999999999995,0.1459715639810427,0.6970205577918344,0.4791364224611521,0.0110090556274256,8219381.2972891,0.2668807447603504,45000.0,True,113.7610822136214
Spain,Bilbao,8.23,747,3.55,9189321,City_47,2.0,2.45,0.0,2.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,88.3,66.4,112.1,0.3298192771084335,0.1632691201840138,0.3159119237090501,0.0110174029451137,11609129.39887048,0.2582059303117643,44400.0,True,73.14060331186006
Italy,Bari,9.19,456,3.82,3737173,City_7,0.0,3.82,0.0,2.6666666666666665,0.1666666666666666,0.0,0.0,0.12,80000.0,0.0,0.0,116.3,118.7,118.99999999999996,-0.0202190395956192,0.4275697239792985,0.4455958829190256,0.0201535087719298,3539557.252766077,0.2577320397042908,44300.0,True,120.22269841564314
Italy,Catania,7.83,1206,4.58,9603459,City_36,0.0,4.58,0.0,3.0,0.7,1.0,0.0,0.0,0.0,0.0,0.0,116.3,118.7,118.99999999999996,-0.0202190395956192,0.8009596032202415,0.3585827020956874,0.0064925373134328,8091986.202712721,0.2526196809089074,43900.0,False,120.22269841564314
Portugal,Setúbal,7.05,896,4.77,2602488,City_32,3.0,4.19,-0.3333333333333333,2.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,89.6,65.5,73.54999999999997,0.3679389312977098,0.8248921794134559,0.1197969934473878,0.0078683035714285,3337690.8600000003,0.2500656049326119,43800.0,True,76.99807786585852
Italy,Verona,8.7,637,3.69,14405079,City_19,2.0,1.49,0.0,2.333333333333333,0.3999999999999999,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,116.3,118.7,118.99999999999996,-0.0202190395956192,0.1004025301897642,0.5655105485245634,0.0136577708006279,12984716.3663353,0.2461057496572935,43500.0,True,120.22269841564314
Morocco,Asilah,7.96,211,4.76,1575712,City_7,2.0,1.535,-1.0,2.333333333333333,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,99.8,86.7,136.6,0.1510957324106112,0.5034233036227717,0.2398551591439295,0.0377251184834123,1783565.4360630526,0.2434681727133221,43300.0,True,103.7074520451761
Spain,Zaragoza,7.67,1478,4.89,5637928,City_40,2.0,4.255,-1.0,2.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,88.3,66.4,112.1,0.3298192771084335,0.8772660293271994,0.2044648606379848,0.005189445196211,7122554.070481927,0.2423092160785253,43200.0,True,73.14060331186006
Italy,Lake Como,9.82,986,4.62,4390172,City_8,3.0,2.7466666666666666,-0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.3,118.7,118.99999999999996,-0.0202190395956192,0.5964095744680852,0.592902739314817,0.0099594320486815,4301406.938500421,0.2358577946842157,42700.0,True,120.22269841564314
Spain,Salamanca,9.19,346,4.33,6340596,City_21,2.0,2.125,0.0,3.0,0.7,1.0,0.0,0.0,0.0,0.0,0.0,88.3,66.4,112.1,0.3298192771084335,0.414237708453134,0.3937086724726177,0.0265606936416184,7251388.2386746975,0.2335585706989594,42500.0,False,73.14060331186006
USA,Philadelphia,9.02,1077,4.28,1185861,City_21,2.0,3.17,0.5,2.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,120.9,105.5,86.64999999999995,0.1459715639810427,0.5207231167337552,0.4569364593006622,0.0083751160631383,1291014.835592417,0.2324979803517068,42400.0,True,113.7610822136214
Japan,Matsumoto,8.6,1108,4.82,2774561,City_13,3.0,2.5500000000000003,0.0,2.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,127.5,126.9,86.64999999999995,0.0047281323877068,0.6471966647498564,0.4787774192434981,0.0077617328519855,2648295.51713948,0.2312637660819799,42300.0,True,131.62151742023389
France,Dijon,8.27,477,4.08,2932983,City_49,4.0,3.955,0.25,3.0,0.475,0.5,0.0,0.0,0.0,0.0,0.0,84.9,81.2,73.65,0.0455665024630542,0.5403482604945372,0.2687180459483103,0.0173375262054507,2775299.043269705,0.2283810552746474,42100.0,True,83.35657903943562
Portugal,Portimão,9.81,805,3.89,316800,City_18,0.0,3.89,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.6,65.5,73.54999999999997,0.3679389312977098,0.4619608970672801,0.3540026515296343,0.0121863354037267,427680.0,0.2226170822752718,41700.0,True,76.99807786585852
USA,Charleston,7.27,795,4.74,339365,City_14,1.0,4.93,0.0,1.5,0.475,0.5,0.0,0.0,0.0,0.0,0.0,120.9,105.5,86.64999999999995,0.1459715639810427,0.9023073605520416,0.2171532251443884,0.0091446540880503,351956.889028436,0.2212474936834351,41600.0,True,113.7610822136214
Germany,Aachen,7.45,1432,4.56,2493498,City_10,4.0,3.45,0.0,2.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,139.7,135.9,76.19999999999999,0.0279617365710079,0.6582878090856813,0.4158603687251282,0.0052025139664804,2435059.5075055184,0.2209630463075678,41600.0,True,136.89617138486955
France,Colmar,9.16,1489,4.31,3549376,City_26,3.0,3.47,0.0,2.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,84.9,81.2,73.65,0.0455665024630542,0.5677760207015525,0.3606941707314298,0.0061517797179314,3525553.2177339904,0.2194172523009032,41500.0,True,83.35657903943562
Japan,Kumamoto,8.22,1176,4.96,1412104,City_16,2.0,4.135,-0.5,2.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,127.5,126.9,86.64999999999995,0.0047281323877068,0.8889178407130535,0.3949978450001362,0.0069897959183673,1347841.58392435,0.2189273772829004,41400.0,True,131.62151742023389
Italy,Turin,8.23,1132,4.73,10184213,City_49,2.0,2.415,0.0,1.0,0.7,1.0,0.0,0.0,0.0,0.0,0.0,116.3,118.7,118.99999999999996,-0.0202190395956192,0.5975938039102935,0.456257299095757,0.0072703180212014,8581336.274928391,0.2174772304445005,41300.0,False,120.22269841564314
Japan,Mount Fuji,9.09,446,4.15,6385525,City_17,3.0,2.6133333333333333,-0.6666666666666666,2.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,127.5,126.9,86.64999999999995,0.0047281323877068,0.4057899654974125,0.5826743338338345,0.0203811659192825,6094930.777186761,0.2132829447373603,41000.0,True,131.62151742023389
Portugal,Viana do Castelo,8.92,596,4.67,678486,City_22,1.0,1.31,1.0,2.0,0.7,1.0,0.0,0.0,0.0,0.0,0.0,89.6,65.5,73.54999999999997,0.3679389312977098,0.443049166187464,0.2744216066875625,0.0149664429530201,787722.246,0.1980287241903224,39900.0,False,76.99807786585852
Japan,Beppu,8.23,263,4.1,4357033,City_19,1.0,2.56,-1.0,2.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,127.5,126.9,86.64999999999995,0.0047281323877068,0.3808259056929269,0.4120764525290664,0.0312927756653992,4158751.9473995273,0.1937372263438246,39500.0,True,131.62151742023389
Morocco,Al Hoceima,8.77,935,3.55,1009528,City_17,4.0,3.895,0.5,2.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,99.8,86.7,136.6,0.1510957324106112,0.3362079499712478,0.3716388137855752,0.009379679144385,1103960.2039215686,0.1932539995713076,39500.0,True,103.7074520451761
Spain,Tenerife,8.12,930,3.58,4407721,City_26,3.0,3.2900000000000005,0.0,2.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,88.3,66.4,112.1,0.3298192771084335,0.2749496837262796,0.2636929941927871,0.0087311827956989,5568398.736219879,0.1924904037364557,39400.0,True,73.14060331186006
USA,Nashville,7.63,759,3.65,3163928,City_39,3.0,3.9500000000000006,0.0,2.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,120.9,105.5,86.64999999999995,0.1459715639810427,0.3799525589419207,0.3385175865499761,0.0100527009222661,3444482.9425592413,0.1920392324936879,39400.0,True,113.7610822136214
USA,Washington D.C.,9.09,1379,3.56,8634539,City_15,2.0,3.21,-0.5,2.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,120.9,105.5,86.64999999999995,0.1459715639810427,0.2579427832087407,0.559637762823358,0.0065917331399564,9400189.353981042,0.1871823845085897,39000.0,True,113.7610822136214
France,Saint-Malo,9.25,811,4.05,4830964,City_45,1.0,1.41,0.0,2.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,84.9,81.2,73.65,0.0455665024630542,0.2246118458884416,0.3447564077181106,0.0114056720098643,4798539.426354679,0.1813419371642849,38600.0,True,83.35657903943562
Morocco,El Jadida,8.35,949,3.67,6107382,City_45,5.0,3.3200000000000003,-0.4,2.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,99.8,86.7,136.6,0.1510957324106112,0.3119860552041404,0.40784137991139,0.0087987355110642,6678672.2885813145,0.1798733145711475,38500.0,True,103.7074520451761
Spain,Cordoba,7.68,623,3.63,7533878,City_13,0.0,3.63,0.0,2.0,0.7,1.0,0.0,0.0,0.0,0.0,0.0,88.3,66.4,112.1,0.3298192771084335,0.3342222541690627,0.1868213094499136,0.0123274478330658,8616078.728373492,0.1794973655320612,38500.0,False,73.14060331186006
USA,Boston,7.44,566,4.16,8392194,City_5,4.0,2.87,-0.25,2.0,0.7,1.0,0.0,0.0,0.0,0.0,0.0,120.9,105.5,86.64999999999995,0.1459715639810427,0.4402242668200116,0.4036609841813782,0.0131448763250883,8270805.487734597,0.1788119007171363,38400.0,False,113.7610822136214
USA,Savannah,8.28,381,4.43,590063,City_3,4.0,2.4425,-0.5,2.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,120.9,105.5,86.64999999999995,0.1459715639810427,0.489398540828062,0.4044465141243409,0.0217322834645669,642385.6480094786,0.1783451189186831,38400.0,True,113.7610822136214
Spain,Toledo,8.85,1009,3.54,7173993,City_39,3.0,3.673333333333333,-0.3333333333333333,2.0,0.4666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,88.3,66.4,112.1,0.3298192771084335,0.3059624784358828,0.385359802850149,0.0087710604558969,8649703.527951807,0.1720252106586273,37900.0,True,73.14060331186006
France,Strasbourg,9.05,743,4.16,10058721,City_38,1.0,4.84,-1.0,2.0,0.7,1.0,0.0,0.0,0.0,0.0,0.0,84.9,81.2,73.65,0.0455665024630542,0.6759955434157563,0.3872783427459397,0.0121803499327052,9044673.092290642,0.1699010356717015,37700.0,False,83.35657903943562
France,Reims,8.57,444,4.21,3519595,City_20,2.0,3.16,0.0,2.0,0.7,1.0,0.0,0.0,0.0,0.0,0.0,84.9,81.2,73.65,0.0455665024630542,0.4935127947096033,0.2688881881983113,0.0193018018018018,3164774.74544335,0.1679017320500725,37600.0,False,83.35657903943562
Spain,Granada,9.97,1240,3.89,11510968,City_29,1.0,3.95,-1.0,3.0,0.7,1.0,0.0,0.0,0.0,0.0,0.0,88.3,66.4,112.1,0.3298192771084335,0.46914174813111,0.5303459891679903,0.0080403225806451,13164456.144337349,0.1639994610081866,37300.0,False,73.14060331186006
Portugal,Cascais,7.17,1102,4.42,7936550,City_23,1.0,4.55,-1.0,1.0,0.7,1.0,0.0,0.0,0.0,0.0,0.0,89.6,65.5,73.54999999999997,0.3679389312977098,0.7379097182288672,0.158775078054364,0.0065063520871143,9214334.55,0.1639393317449122,37300.0,False,76.99807786585852
USA,New Orleans,8.59,1482,3.63,3861096,City_8,2.0,3.13,0.0,2.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,120.9,105.5,86.64999999999995,0.1459715639810427,0.2743818286371478,0.4398224481378823,0.0057962213225371,4203470.9107109,0.1626432233717836,37200.0,True,113.7610822136214
Italy,Rimini,7.63,1145,3.86,2411949,City_44,1.0,2.27,0.0,2.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,116.3,118.7,118.99999999999996,-0.0202190395956192,0.2569292696952271,0.2651453009554452,0.0066637554585152,2245022.6222830666,0.1357336213720059,35200.0,True,120.22269841564314
France,Rouen,7.48,1068,4.37,1414638,City_19,3.0,1.873333333333333,-0.3333333333333333,2.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,84.9,81.2,73.65,0.0455665024630542,0.3989828924669351,0.1343188536492588,0.007003745318352,1405143.2006157634,0.1269682985746805,34500.0,True,83.35657903943562
Italy,Perugia,7.97,950,4.44,548967,City_6,2.0,2.33,-0.5,2.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,116.3,118.7,118.99999999999996,-0.0202190395956192,0.4796506612995976,0.3033035040238502,0.0083894736842105,510974.0437657961,0.1229967905296661,34200.0,True,120.22269841564314
Portugal,Tomar,7.28,300,4.1,1014610,City_48,2.0,1.985,0.0,3.0,0.7,1.0,0.0,0.0,0.0,0.0,0.0,89.6,65.5,73.54999999999997,0.3679389312977098,0.3120094163312247,0.1055335667834523,0.0242666666666666,1177962.21,0.1203120335034911,34000.0,False,76.99807786585852
Portugal,Monsanto,9.78,651,4.14,101337,City_16,1.0,4.07,-1.0,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,89.6,65.5,73.54999999999997,0.3679389312977098,0.5764088556641749,0.3691413637086652,0.0150230414746543,129964.7025,0.1197146915185654,34000.0,True,76.99807786585852
France,Avignon,7.33,760,3.71,5553993,City_7,1.0,2.27,0.0,2.0,0.7,1.0,0.0,0.0,0.0,0.0,0.0,84.9,81.2,73.65,0.0455665024630542,0.2011860264519839,0.1261226588867072,0.0096447368421052,4994079.370714286,0.0910378199927897,31800.0,False,83.35657903943562
Spain,Ronda,9.14,823,3.56,2260155,City_1,4.0,3.67,0.0,3.0,0.7,1.0,0.0,0.0,0.0,0.0,0.0,88.3,66.4,112.1,0.3298192771084335,0.3129959746981025,0.3789226638572815,0.0111057108140947,2584814.01189759,0.0887731772512119,31700.0,False,73.14060331186006
USA,Seattle,9.13,531,4.19,4781086,City_24,2.0,1.94,-1.0,1.0,0.7,1.0,0.0,0.0,0.0,0.0,0.0,120.9,105.5,86.64999999999995,0.1459715639810427,0.3400697239792986,0.5155491696354736,0.0171939736346516,4711930.196815166,0.0568862348147221,29300.0,False,113.7610822136214
Germany,Regensburg,9.98,1212,3.66,3955517,City_15,1.0,1.79,0.0,2.0,0.7,1.0,0.0,0.0,0.0,0.0,0.0,139.7,135.9,76.19999999999999,0.0279617365710079,0.1251581368602646,0.6702721405136735,0.0082343234323432,3496863.306946283,0.0486817778469588,28700.0,False,136.89617138486955
Spain,Santiago de Compostela,8.61,755,3.65,3317620,City_36,1.0,2.16,-1.0,2.0,0.4666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,88.3,66.4,112.1,0.3298192771084335,0.1657238355376654,0.2651567230060714,0.0114039735099337,4000063.7606425695,0.0286107996110171,27100.0,True,73.14060331186006
